order_id,customer_id,date_of_purchase,nearest_warehouse,cart,order_price,delivery_charges,customer_latitude,customer_longitude,discount,order_total,season,is_premium_delivery,nearest_distance,customer_feedback,satisfied_customer
ORD124120,ID0330116209,2019-10-20,Clayton,"[('Candle Inferno', 1), ('Thunder line', 1)]",2610,87.65,-37.7992723,144.9656131,25,2045.15,Spring,False,2.1786,"great phone bought it for the wife, she loves it.",True
ORD241749,ID0257505806,2019-01-27,Richmond,"[('Lucent 330S', 1), ('pearTV', 1)]",7540,84.57,-37.79910260000001,144.9633821,10,6870.57,Summer,False,2.0834,works great and easy to set up!,True
ORD203048,ID0440061345,2019-06-05,Docklands,"[('Toshika 750', 2), ('Thunder line', 1)]",10820,77.48,-37.8148302,144.9905368,10,9815.48,Winter,True,0.6783,five stars great value!,True
ORD164248,ID0356125376,2019-09-26,Clayton,"[('Alcon 10', 1), ('Universe Note', 2)]",15850,90.36,-37.8180788,144.9811044,25,11977.86,Spring,True,1.0176,"unreliable phone this is the second time i have had issues with this phone. the first had an issue with the speaker, which i chalked up to software. this one the power button fell out and can't be turned on now. not great support from the sellers or manufacturers.",False
ORD320475,ID4283908134,2019-03-02,Docklands,"[('Candle Inferno', 1), ('iAssist Line', 1), ('Olivia x460', 1)]",3880,79.44,-37.809223,144.98563969999995,5,3765.44,Autumn,True,0.848,"big screen easy to use love it big screen, user friendly, love it, it's my 3rd xperia",True
ORD006201,ID0257506561,2019-03-15,Richmond,"[('iStream', 1), ('Olivia x460', 2)]",2600,54.37,-37.7995769,144.9630379,25,2004.37,Autumn,False,2.0243,two stars didn't like,False
ORD374442,ID0245537625,2019-05-30,Clayton,"[('Lucent 330S', 2), ('Alcon 10', 2), ('Universe Note', 2)]",27260,66.74,-37.811034,144.9649253,0,27326.74,Autumn,False,0.9348,"amazing for the price. amazing. this phone is just incredible. for the price, this is a definite steal. mine had noooooo sign of use at all. scanner for face and fingers work great, charges fast, and battery lasts. just incredible.",True
ORD121521,ID4716795629,2019-10-23,Richmond,"[('Alcon 10', 1), ('iStream', 2), ('Toshika 750', 2)]",17890,102.92,-37.8188014,144.9531468,25,13520.42,Spring,True,0.8666,best xperia yet! amazing phone and best xperia yet. i flashed it with a uk rom to activate the fingerprint sensor and couldn't be happier.,True
ORD001247,ID0289650221,2019-12-01,Richmond,"[('Toshika 750', 1), ('Lucent 330S', 1)]",5550,85.61,-37.8118465,144.94593799999996,15,4803.11,Summer,True,0.1355,"perfect for a kid and it was cheap! my son has broke a lot of tablets, this one seems durable.",True
ORD102893,ID0248746737,2019-01-22,Docklands,"[('iStream', 1), ('Candle Inferno', 2), ('Toshika 750', 1)]",5330,74.17,-37.815664700000006,144.99791169999995,10,4871.17,Summer,False,0.6736,"universe s2 to the s4 i upgraded to the s4 from the s3, very happy with the s4 and its features. i like the similarities to the s2 which made it very easy to use from opening the box.",True
ORD292175,ID0296027574,2019-03-27,Richmond,"[('Universe Note', 1), ('Olivia x460', 1), ('Toshika 750', 1)]",8995,63.18,-37.8122757,144.9447004,15,7708.93,Autumn,False,0.2129,i had a smaller version and this was easy to adjust to and use.,True
ORD034317,ID1594632455,2019-05-28,Clayton,"[('Alcon 10', 2), ('Lucent 330S', 1), ('Candle Inferno', 2), ('Universe Note', 2)]",26890,79.07,-37.8207154,144.97928259999995,10,24280.07,Autumn,True,0.8877,good everything was good. thank u.,True
ORD152776,ID6221450542,2019-11-11,Docklands,"[('Toshika 750', 2), ('Universe Note', 2), ('Alcon 10', 2)]",33440,103.95,-37.8088109,144.9831656,0,33543.95,Spring,True,1.0694,"perfect was delivered quick. item is as described, a olivia universe s4 black mist 16gb. what was vey nice was the phone number was sent to me before the phone. i was able to have my business cards made up with new number before phone was delivered. tht worked out perfect.",True
ORD244637,ID1463620697,2019-12-17,Docklands,"[('Candle Inferno', 2), ('Toshika 750', 1)]",5180,75.63,-37.8175319,145.005706,25,3960.63,Summer,False,1.2458,"love the new inferno - great for books, games, and getting online! easy to use features and perfect size screen to take on the go!",True
ORD029796,ID0145249642,2019-01-06,Clayton,"[('Olivia x460', 1), ('iStream', 1)]",1375,78.69,-37.815787,144.96015269999995,15,1247.44,Summer,True,0.8836,no get a new phone. not this one.,False
ORD054736,ID0114583003,2019-01-23,Clayton,"[('pearTV', 2), ('Thunder line', 1)]",14800,86.77,-37.8166344,144.96643500000005,10,13406.77,Summer,True,0.3503,four stars good phone,True
ORD106311,ID5292513668,2019-01-24,Richmond,"[('Candle Inferno', 2), ('pearTV', 1), ('Thunder line', 2)]",11530,92.6,-37.8154936,144.93880890000003,15,9893.1,Summer,True,0.7913,pleased great phone. nice screen. bought this for my husband. good for transition from a flip phone. he is satisfied.,True
ORD435870,ID6167413272,2019-11-10,Clayton,"[('Universe Note', 2), ('iStream', 2)]",7200,77.62,-37.8150466,144.960811,5,6917.62,Spring,False,0.8641,good speaker for bedroom or office,True
ORD362111,ID0316414093,2019-06-08,Richmond,"[('Thunder line', 1), ('iStream', 1), ('Toshika 750', 1), ('Olivia x460', 1)]",7875,78.79,-37.8089016,144.9602386,25,5985.04,Winter,True,1.232,"but i love it. it's bigger than i thought, but i love it.",True
ORD102237,ID2632208067,2019-01-09,Docklands,"[('Thunder line', 1), ('iStream', 2), ('pearTV', 1), ('Lucent 330S', 2)]",11250,75.01,-37.8178994,144.989793,10,10200.01,Summer,False,1.0014,five stars very usally in my life thx,True
ORD285518,ID1521014622,2019-03-20,Docklands,"[('pearTV', 2), ('iAssist Line', 2), ('Thunder line', 2)]",21430,52.23,-37.8013014,144.99387230000005,0,21482.23,Autumn,False,0.9752,"screen was replaced, so the digitizer doesn't work very ... screen was replaced, so the digitizer doesn't work very well. now after a few months it started restarting at random times. pos",False
ORD411764,ID0591274706,2019-11-04,Clayton,"[('Lucent 330S', 2), ('Alcon 10', 2), ('Universe Note', 2)]",27260,79.57,-37.8239191,144.9562884,25,20524.57,Spring,False,1.3082,great price beautiful screen.. lots of features......upgrade from my nexus 6p.. just transferred my sim....up and running in two minutes.,True
ORD062463,ID1411813167,2019-11-04,Richmond,"[('pearTV', 2), ('Toshika 750', 1)]",16940,94.45,-37.8002654,144.9586466,25,12799.45,Spring,True,1.716,not a good product this is one of my worst purchase in digico. this phone worked fine for about 5 months after that lot of functionality stopped working. mic completely stopped working and this phine is of no use and dailysales doesn’t help you at all.,False
ORD388570,ID0844496180,2019-10-29,Richmond,"[('pearTV', 1), ('Candle Inferno', 2), ('Alcon 10', 1), ('Thunder line', 2)]",20480,100.12,-37.8200777,144.95059650000005,0,20580.12,Spring,True,0.8807,we bought one for my wife and my mother-in-law and they both love it. very easy to use.,True
ORD214140,ID0443302590,2019-02-23,Docklands,"[('Toshika 750', 1), ('iStream', 1)]",4470,78.82,-37.813257,145.0048305,25,3431.32,Summer,True,0.9189,durabilidad bateria pesima dano el telefono,False
ORD379689,ID0356449717,2019-11-21,Docklands,"[('pearTV', 1), ('Olivia x460', 2)]",8760,87.97,-37.8081254,144.9867964,0,8847.97,Spring,True,0.7706,didlike i dislike it doesn’t tell you that you need to buy a sim card to use it,False
ORD106231,ID0711359068,2019-09-21,Richmond,"[('Olivia x460', 2), ('iStream', 2)]",2750,80.14,-37.8063579,144.9592039,15,2417.64,Spring,False,1.278,"amazing! so glad the price went down, i love my new phone.",True
ORD341709,ID2190564625,2019-05-17,Clayton,"[('Olivia x460', 1), ('Lucent 330S', 2), ('Toshika 750', 2), ('Universe Note', 1)]",15775,49.53,-37.8161813,144.9640438,0,15824.53,Autumn,False,0.5538,not fully unlocked. phone was not fully unlocked. will be returning.,False
ORD017145,ID0269335440,2019-09-16,Clayton,"[('Lucent 330S', 2), ('Thunder line', 2), ('Olivia x460', 1)]",8045,103.28,-37.8126411,144.97790780000005,10,7343.78,Spring,True,0.9896,love olivia s7 edge. i love this product. i am an huge fan of olivia and i love this product.,True
ORD061574,ID2383211227,2019-01-13,Clayton,"[('pearTV', 2), ('Universe Note', 1), ('iAssist Line', 2), ('Olivia x460', 2)]",22970,88.84,-37.8154393,144.966482,15,19613.34,Summer,True,0.443,not what it says it is wrong product... it said ipad air and it’s an ipad 4th gen. not at all what i wanted but yes it’s in good shape and works for an old ipad!!,True
ORD387870,ID4283908120,2019-02-02,Clayton,"[('Universe Note', 2), ('Alcon 10', 1), ('Thunder line', 1)]",18030,76.17,-37.8083157,144.9768343,15,15401.67,Summer,False,1.3113,the pad worked as i thought but the screen wasn't as vibrant as our ipads. still a great deal for the price.,True
ORD324519,ID2174963254,2019-12-19,Richmond,"[('Universe Note', 1), ('Alcon 10', 2)]",21350,96.04,-37.8208542,144.95492130000005,0,21446.04,Summer,True,1.1429,great picture quality! easy to set up!,True
ORD020122,ID4391665570,2019-03-12,Clayton,"[('pearTV', 2), ('iAssist Line', 2), ('Olivia x460', 1), ('Toshika 750', 2)]",26935,65.2,-37.8122409,144.9638955,15,22959.95,Autumn,False,0.8647,"very sleek and stylish i love the color, i traded my note 7 for this. i got it for the camera specifically. i love playing my ps4 on this while my gf uses the tv.",True
ORD085462,ID0581711528,2019-06-04,Richmond,"[('Universe Note', 2), ('iStream', 1), ('Lucent 330S', 1)]",8280,71.38,-37.80529420000001,144.92855580000003,25,6281.38,Winter,False,1.8236,xiaomi mi 8 lite awesome phone with great features. camera is great.,True
ORD177823,ID6222911336,2019-01-16,Docklands,"[('Candle Inferno', 2), ('Alcon 10', 2), ('Olivia x460', 1)]",19985,83.03,-37.81436179999999,145.0140941,0,20068.03,Summer,False,1.7285,nice phone powerful battery,True
ORD157487,ID0746912521,2019-03-03,Clayton,"[('Toshika 750', 2), ('Thunder line', 1), ('iStream', 1)]",10970,81.12,-37.82604050000001,144.983526,25,8308.62,Autumn,True,1.4822,great buy great phone. still learning how to to use all the wonderful features.,True
ORD416917,ID0585436561,2019-10-21,Docklands,"[('Thunder line', 1), ('iStream', 2)]",2480,79.54,-37.8054436,144.9836077,5,2435.54,Spring,False,1.1411,kfc good deal,True
ORD140087,ID1459448710,2019-07-26,Docklands,"[('Olivia x460', 2), ('iAssist Line', 2)]",6900,70.09,-37.819384,145.00835969999997,25,5245.09,Winter,False,1.5572,exelent phone best phone ever switched from alcon xs - battery life 2 days best pictures (alcon is crap) very happy,True
ORD192487,ID0310728585,2019-04-26,Richmond,"[('Thunder line', 1), ('iStream', 2)]",2480,79.55,-37.8134499,144.9369846,0,2559.55,Autumn,True,0.891,"so far it has been fun to use and learn how to deal with iassist. i am still learning and finding out what can really be done, plus i am in the process of making my house a smart house, so there is no much to control with iassist yet.",True
ORD174050,ID2181268826,2019-06-16,Clayton,"[('Toshika 750', 2), ('Candle Inferno', 2), ('Thunder line', 1), ('pearTV', 1)]",17990,76.78,-37.8082148,144.96871380000005,5,17167.28,Winter,True,1.1578,great phone. great phone. enjoy the stylus.,True
ORD429501,ID0250933621,2019-08-23,Docklands,"[('Olivia x460', 1), ('Alcon 10', 2), ('Universe Note', 2)]",26025,64.76,-37.8209154,145.00266000000005,0,26089.76,Winter,True,1.3799,"died after a month. what can i say died after a month... was nice looking but stopped working , bought cheaper phone. since i still had min.",False
ORD237821,ID0250933642,2019-09-07,Docklands,"[('Olivia x460', 2), ('iStream', 1)]",2600,110.28,-37.826093,145.0017336,25,2060.28,Spring,True,1.8809,great phone. great value. bought this phone to send my son off to college and it's been great. has all the functionality and processing speed he wanted at a great price.,True
ORD119853,ID0245807241,2019-07-09,Richmond,"[('Toshika 750', 2), ('iAssist Line', 1), ('iStream', 1)]",11015,66.36,-37.79936470000001,144.95882769999997,10,9979.86,Winter,True,1.8067,"died on me. my brand new xp lumia 900 (i had it for just 30 days) died on me all of a sudden! i lost all my numbers, pictures, info... interestingly, i could not send it back because it all happened the very next day after i could return it!!!! never had a phone experience that bad!!!!",False
ORD474208,ID0844489668,2019-09-21,Richmond,"[('Thunder line', 2), ('iAssist Line', 1), ('Olivia x460', 1)]",7810,77.59,-37.8211745,144.9473256,15,6716.09,Spring,False,0.9466,great gifts great item! will buy from again.,True
ORD376675,ID5556315220,2019-10-21,Richmond,"[('Toshika 750', 1), ('Thunder line', 1), ('Lucent 330S', 2)]",8960,80.26,-37.80598060000001,144.93913480000003,25,6800.26,Spring,False,1.0207,"nice phone bought it because 2 months ago i bought the same phone from att and it was over priced and crashed in seven weeks. att would not help me, so i bought from digico, no problems, great price, great phone.",True
ORD099223,ID0844456058,2019-11-10,Richmond,"[('Toshika 750', 1), ('Olivia x460', 2), ('Thunder line', 2), ('Universe Note', 1)]",14580,85.77,-37.820924,144.9474994,10,13207.77,Spring,True,0.9192,problem the device heats up and the battery runs out quickly,False
ORD179257,ID0591340548,2019-10-14,Clayton,"[('Olivia x460', 1), ('iAssist Line', 1), ('Lucent 330S', 2)]",5910,78.82,-37.8226002,144.9583094,15,5102.32,Spring,False,1.0844,"great phone very happy. pay attention to the review dealing with turing on verizon service. i printed it and took it to the store, otherwise they were stymied.",True
ORD340432,ID6202471406,2019-03-15,Clayton,"[('Alcon 10', 2), ('iAssist Line', 2)]",22350,80.15,-37.8213793,144.97703169999997,0,22430.15,Autumn,True,0.7272,"i purchased this as alight weight replacement for my laptop. it has accomplished everything i needed. i'm sure there will be something's i still need hp for, but this is a great tablet for what i needed. i got a case and 64gig card also. everything works seamlessly so far.",True
ORD190980,ID6167266652,2019-06-16,Clayton,"[('Thunder line', 2), ('Candle Inferno', 2), ('iStream', 1)]",5370,65.27,-37.8097454,144.9639082,0,5435.27,Winter,False,1.103,love our thunder,True
ORD190804,ID2797967113,2019-05-12,Clayton,"[('Alcon 10', 2), ('Toshika 750', 2), ('pearTV', 1)]",32850,81.85,-37.8068963,144.9746492,25,24719.35,Autumn,True,1.3773,great phone for budget minded great phone display is crisp layout is nice!,True
ORD041455,ID0591354261,2019-01-19,Clayton,"[('Olivia x460', 1), ('Thunder line', 2), ('Candle Inferno', 1)]",6015,99.21,-37.8228089,144.95540730000005,15,5211.96,Summer,True,1.3292,its a great gift for someone its really good phone to gift someone,True
ORD433677,ID0277366891,2019-09-30,Docklands,"[('Olivia x460', 2), ('Alcon 10', 1), ('Thunder line', 2)]",15760,91.74,-37.8030914,145.008892,25,11911.74,Spring,True,1.4262,one star comes locked,False
ORD100414,ID2189485897,2019-09-30,Clayton,"[('iStream', 2), ('Olivia x460', 1)]",1525,86.99,-37.8111426,144.9729915,15,1383.24,Spring,True,0.883,"the camera is not good like what they said it is expansive , and do not include fingerprint . the camera is not good like what they said .",False
ORD413226,ID0035301704,2019-03-02,Docklands,"[('iStream', 1), ('pearTV', 2), ('Lucent 330S', 1)]",14000,50.04,-37.8084849,144.9993917,5,13350.04,Autumn,False,0.4027,it says unlocked but i inserted t=my sim and got ... it says unlocked but i inserted t=my sim and got no network i tried other networks in south africa,False
ORD208616,ID2562266951,2019-01-19,Richmond,"[('iStream', 2), ('Candle Inferno', 1), ('iAssist Line', 2)]",5180,77.36,-37.822348100000006,144.95294769999995,10,4739.36,Summer,False,1.1946,"five stars so far works great, the screen is amazing. i recommend this phone. seller outstanding.",True
ORD006872,ID0560989600,2019-02-15,Richmond,"[('iStream', 1), ('Lucent 330S', 1), ('pearTV', 1), ('Candle Inferno', 2)]",8550,95.1,-37.8210055,144.9473994,15,7362.6,Summer,True,0.928,five stars it fine,True
ORD251882,ID5402876528,2019-12-01,Clayton,"[('iAssist Line', 2), ('pearTV', 2), ('iStream', 1), ('Olivia x460', 1)]",18445,74.96,-37.8209853,144.9767008,25,13908.71,Summer,True,0.6827,doa before i even turned it on i tried to put it in a case and saw that the screen had popped out of the casing. the phone wouldn't turn on so i tried to charge it. the cable was loose in the charging port and the phone never powered on!!,False
ORD392830,ID0581740413,2019-06-13,Richmond,"[('Thunder line', 1), ('Candle Inferno', 1)]",2610,72.06,-37.8048107,144.9281335,15,2290.56,Winter,False,1.8813,great phone best phone i ever had. i still have it.,True
ORD300017,ID0054397000,2019-03-04,Richmond,"[('Candle Inferno', 2), ('Alcon 10', 2)]",18760,51.6,-37.8020591,144.9476939,15,15997.6,Autumn,False,1.1828,"it was not working good. and the browse is yes, it was not working good. and the browse is 2g",False
ORD475511,ID0253027670,2019-07-31,Richmond,"[('Lucent 330S', 1), ('Candle Inferno', 2), ('Olivia x460', 1)]",3315,74.7,-37.8154496,144.9415962,25,2560.95,Winter,True,0.572,love my new phone 😀 the phone works perfectly and it was such a great price. thank you guys very much!,True
ORD274107,ID0283334331,2019-05-08,Richmond,"[('Lucent 330S', 2), ('Universe Note', 1), ('iAssist Line', 1)]",8135,79.12,-37.8001349,144.9497347,5,7807.37,Autumn,True,1.4153,happy with my buy work with my old stuff,True
ORD235525,ID2189273815,2019-08-13,Clayton,"[('iStream', 1), ('Thunder line', 1), ('Olivia x460', 2)]",4780,64.87,-37.8193009,144.96111100000005,10,4366.87,Winter,False,0.7463,battery nice phone. i bought it for the battery power... it's powerful.,True
ORD465166,ID0634784031,2019-10-14,Richmond,"[('Olivia x460', 1), ('pearTV', 1), ('Lucent 330S', 1), ('Thunder line', 1)]",10945,63.78,-37.81247000000001,144.9362889,5,10461.53,Spring,False,0.9483,"the screen is too dark, and cannot adjust the brightness",False
ORD200922,ID0369109139,2019-07-18,Clayton,"[('iAssist Line', 2), ('Alcon 10', 2), ('Thunder line', 2)]",26710,75.14,-37.8220093,144.9669997,25,20107.64,Winter,True,0.4413,"five stars excellent condition, works well",True
ORD473013,ID2960404462,2019-09-02,Clayton,"[('Candle Inferno', 2), ('Universe Note', 2), ('Thunder line', 1), ('pearTV', 1)]",16250,83.73,-37.81851870000001,144.9653177,0,16333.73,Spring,True,0.3724,i am very dissatisfied!!! phone came with ... i am very dissatisfied!!! phone came with no charger....no booklet... no nothing but a phone case!!! its scatched up!! false advertisement!!!! false advertisement!!!,False
ORD373099,ID0443264092,2019-12-27,Docklands,"[('pearTV', 1), ('Universe Note', 1)]",9760,84.53,-37.8195309,145.00452380000004,5,9356.53,Summer,True,1.3395,"decepcionada! compré el teléfono para un regalo para un familiar y fue un verdadero desastre, se bloquea constantemente no permitiendo su funcionamiento, estoy decepcionada con esté producto , no pude devolverlo porque fue a otro país, fue pérdida total, no lo recomiendo.",False
ORD432921,ID4969353884,2019-04-09,Richmond,"[('Olivia x460', 1), ('Lucent 330S', 2), ('Candle Inferno', 2)]",4545,82.18,-37.8159313,144.93553400000005,10,4172.68,Autumn,True,1.0773,"llegó a tiempo excelente, el teléfono vino en perfectas condiciones, nuevo, en su caja con todo lo que debía de traer.",True
ORD475541,ID1889198841,2019-11-08,Clayton,"[('Thunder line', 2), ('pearTV', 1), ('Toshika 750', 1), ('iAssist Line', 2)]",19440,96.36,-37.81922,144.96825,25,14676.36,Spring,True,0.1339,reaction to purchase i got the phone and everything works so far. i am currently spending time with it to check out all areas and aspect but everything seems to be as good as new. there is only a 4 star rating because i wanted to get the earphone with it but other than that it was a good buy.,True
ORD463781,ID0781092688,2019-05-11,Richmond,"[('iAssist Line', 2), ('pearTV', 1), ('Alcon 10', 2)]",28660,65.99,-37.8024309,144.94363930000003,5,27292.99,Autumn,False,1.1794,all over great phone all over great phone.,True
ORD358500,ID0598401462,2019-05-14,Clayton,"[('Olivia x460', 1), ('Thunder line', 2)]",5585,66.37,-37.8148152,144.96420890000005,15,4813.62,Autumn,False,0.6307,"flawless. want to buy five, but i can only use one phone at a time. arrived in perfect condition.",True
ORD127732,ID1479928084,2019-10-28,Clayton,"[('Olivia x460', 1), ('Lucent 330S', 2), ('iStream', 1), ('Universe Note', 2)]",10735,79.67,-37.8203732,144.95747350000005,5,10277.92,Spring,False,1.0803,looks like new looks and works great. excellent savings compared to new model. automatically updates to new software version.,True
ORD082475,ID0710020426,2019-09-02,Richmond,"[('Lucent 330S', 1), ('pearTV', 2), ('Toshika 750', 2)]",22490,103.71,-37.8157407,144.9383195,10,20344.71,Spring,True,0.8418,"wow! a great phone! i was initially concerned that its size would be a bit too much, but it fits well and between the remote pen, i can use this phone in lieu of ipads or even laptops.",True
ORD110619,ID0259132727,2019-12-28,Clayton,"[('Candle Inferno', 1), ('pearTV', 1), ('Thunder line', 2), ('Olivia x460', 2)]",13550,75.45,-37.8257611,144.9601989,25,10237.95,Summer,False,1.1457,"excellent phone got this as an upgrade from my rather ancient rugby pro, and i love it so far",True
ORD341118,ID2086645491,2019-11-30,Clayton,"[('iStream', 2), ('Toshika 750', 2)]",8940,99.92,-37.81942100000001,144.9610485,10,8145.92,Spring,True,0.7533,its a nice tablet however it could be better but you get what you pay for,True
ORD093144,ID0746912561,2019-01-21,Clayton,"[('Lucent 330S', 1), ('Olivia x460', 2)]",3680,96.74,-37.8246873,144.9828852,15,3224.74,Summer,True,1.3545,good a bit heavy than other phones. indigo color looks awesome,True
ORD345658,ID0579383627,2019-06-19,Richmond,"[('Olivia x460', 1), ('iAssist Line', 2)]",5675,82.09,-37.8246643,144.9429264,25,4338.34,Winter,True,1.3836,olivia universe prevail ll the first one i orded automatically restarted by itself. the one i exchange with you guys was much better. please consider trying out your phones first.,True
ORD404578,ID2960412635,2019-05-18,Clayton,"[('Alcon 10', 1), ('Universe Note', 2), ('iStream', 1)]",16000,49.54,-37.8186454,144.96537619999995,25,12049.54,Autumn,False,0.3672,don't bother buying refurbished worst phone i have had in 15 years do not bother buying this phone refurbished. battery lasts just a few hours. the headphone jack does not work and it takes forever for the bluetooth to connect to a phone.,False
ORD110704,ID1458418088,2019-07-06,Docklands,"[('Lucent 330S', 2), ('Universe Note', 1), ('Alcon 10', 2)]",23810,71.97,-37.8196704,145.0100186,5,22691.47,Winter,False,1.6884,great buy with the exception of the battery life it's a really good phone.,True
ORD497219,ID4269483845,2019-06-23,Clayton,"[('iAssist Line', 2), ('iStream', 2), ('Alcon 10', 2), ('Lucent 330S', 2)]",25110,75.21,-37.8166206,144.9650588,5,23929.71,Winter,True,0.4521,"it's a great phone, but it's a great phone, but... when i unlocked it and inserted my t-mobile sim card i didn't get lte, even 4g was very week and not stable. apparently at&t blocked some frequencies that t-mobile is using...:( just a word of caution for others who wants to unlock it.",True
ORD385287,ID0248260959,2019-09-09,Richmond,"[('Lucent 330S', 1), ('iAssist Line', 1), ('Alcon 10', 1)]",12405,83.52,-37.7994579,144.9596991,10,11248.02,Spring,False,1.8434,the best part of this product is you can control the thermostat and lights for your house.  there isn’t anything i dislike.,True
ORD022979,ID0145246066,2019-06-13,Clayton,"[('iStream', 1), ('Lucent 330S', 2)]",2610,77.61,-37.81645579999999,144.96084319999997,25,2035.11,Winter,True,0.8019,nice great,True
ORD371295,ID0248746946,2019-09-20,Docklands,"[('Olivia x460', 1), ('iAssist Line', 2), ('iStream', 2)]",5975,83.39,-37.8219025,144.9917951,15,5162.14,Spring,False,1.3594,best phome exceptional.,True
ORD498784,ID0163643157,2019-10-10,Clayton,"[('Lucent 330S', 2), ('Alcon 10', 2), ('Olivia x460', 2), ('pearTV', 2)]",35430,107.35,-37.827413,144.9852205,0,35537.35,Spring,True,1.6917,five stars probably the best thing i've purchased on digico--it was just like new and works great.,True
ORD437550,ID1833115014,2019-04-12,Richmond,"[('iAssist Line', 2), ('Alcon 10', 2)]",22350,65.29,-37.8076815,144.9544519,5,21297.79,Autumn,True,0.8546,"the phone is good and all the phone is good and all, but even in a protective case upon a small drop the screen broke and i am now unable to use the phone. my older phones including the s3 stood up to much more than the s6 active.",False
ORD074252,ID0282825810,2019-04-27,Richmond,"[('Lucent 330S', 2), ('Thunder line', 2)]",6820,52.52,-37.802521,144.94926669999995,5,6531.52,Autumn,False,1.1465,issues with just connecting wi-fi failed mms messages and sluggish voice recognition great price huge screen and great features. however i had constant problems with disconnecting from the wi-fi also voice recognition is extremely sluggish. fingerprint scanner works about half the time and facial recognition also works about half the time.,False
ORD387994,ID0034160648,2019-04-23,Docklands,"[('Lucent 330S', 1), ('Thunder line', 2), ('Alcon 10', 2)]",23490,73.29,-37.79261560000001,144.9712579,5,22388.79,Autumn,False,2.8618,i̇t is cheap tablet option coming from digico. latest model will satisfy your needs,True
ORD125030,ID6167441005,2019-09-11,Richmond,"[('Alcon 10', 1), ('Olivia x460', 2), ('Thunder line', 2)]",15760,104.41,-37.8082532,144.9602574,25,11924.41,Spring,True,1.2599,"good buget option screen was in good shape only a couple small scratches at the top. body had a small gash in the aluminum. after a few weeks of use, battery life is ok but the call quality is not as good as my older phone.",True
ORD485813,ID0247012597,2019-07-03,Clayton,"[('pearTV', 2), ('iAssist Line', 2)]",17070,79.19,-37.8115093,144.96867680000005,15,14588.69,Winter,True,0.7925,great and informative service. the guy who helped us was very friendly.,True
ORD241677,ID5002595075,2019-12-07,Richmond,"[('Toshika 750', 2), ('pearTV', 2), ('iAssist Line', 1)]",23485,70.29,-37.81248220000001,144.95334680000005,10,21206.79,Summer,False,0.5525,works great... bought it for my shop so that it is like an intercom to the house.,True
ORD333740,ID2325319146,2019-09-13,Richmond,"[('Thunder line', 2), ('Candle Inferno', 2), ('Alcon 10', 1)]",14170,79.87,-37.82445,144.9465365,25,10707.37,Spring,False,1.3118,simplemente el mejor telefono! the best,True
ORD130562,ID0577517978,2019-04-07,Clayton,"[('pearTV', 1), ('Alcon 10', 1)]",15260,66.32,-37.82674650000001,144.9745513,5,14563.32,Autumn,False,1.0083,"great product overall! great product overall, as described.",True
ORD071367,ID0168404114,2019-09-03,Clayton,"[('Toshika 750', 1), ('iAssist Line', 1), ('Universe Note', 2), ('Lucent 330S', 2)]",15905,63.41,-37.8119833,144.9614346,0,15968.41,Spring,False,1.0252,not what i asked for! i bought the phone fully unlocked but when i went to get a service it says it’s locked to at&t !!! i am more then pissed ! because my service is tmobile so i can’t do anything with this phone unless i pay someone to unlock it ! when i payed all this money for this phone to already be unlocked!!,False
ORD183453,ID0358731576,2019-11-03,Clayton,"[('Thunder line', 1), ('Universe Note', 2), ('iStream', 1)]",9230,105.7,-37.819802,144.9844123,5,8874.2,Spring,True,1.3137,amazing it is a great cellphone,True
ORD279275,ID0576818194,2019-05-02,Clayton,"[('Thunder line', 2), ('Candle Inferno', 2), ('Toshika 750', 1), ('Olivia x460', 2)]",11990,66.88,-37.8238387,144.9835918,15,10258.38,Autumn,False,1.3657,great product one of the best phones out there,True
ORD078601,ID0131238689,2019-01-31,Clayton,"[('pearTV', 2), ('Candle Inferno', 1), ('Lucent 330S', 2)]",15510,77.06,-37.8140301,144.9626401,10,14036.06,Summer,True,0.7922,concerns about syncing our phones to thunder and difficulty loading music was a deal breaker. maybe its operator error. not for us.,False
ORD499821,ID2698607298,2019-10-16,Clayton,"[('Candle Inferno', 2), ('Olivia x460', 2), ('pearTV', 1), ('Universe Note', 2)]",16520,87.21,-37.8234102,144.97828969999995,25,12477.21,Spring,True,0.9369,never buy an digico factory reniewed product. the phone is overheating!!!,False
ORD023123,ID2272185768,2019-09-04,Docklands,"[('iStream', 1), ('Toshika 750', 2), ('pearTV', 1)]",15100,112.82,-37.8211419,145.0153879,5,14457.82,Spring,True,2.1636,"great ""little"" phone for those of us who are not ... great ""little"" phone for those of us who are not hardcore users. my only complaint is that it doesn't have backlit buttons or even a charge/notification light. i find that pretty annoying.",True
ORD108860,ID0561538867,2019-09-17,Docklands,"[('iStream', 1), ('Thunder line', 1), ('pearTV', 2)]",14950,81.7,-37.8010658,145.00497990000005,25,11294.2,Spring,False,1.3127,great product love it,True
ORD402829,ID0281390971,2019-04-24,Docklands,"[('Candle Inferno', 1), ('Lucent 330S', 1), ('Universe Note', 1), ('Toshika 750', 2)]",13750,68.29,-37.8136771,145.01295469999997,0,13818.29,Autumn,False,1.6116,great phone! great phone!,True
